CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Telephone Number,Provider SSA County Code,County/Parish,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Affiliated Entity Name,Affiliated Entity ID,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total number of nurse staff hours per resident per day on the weekend,Registered Nurse hours per resident per day on the weekend,Reported Physical Therapist Staffing Hours per Resident Per Day,Total nursing staff turnover,Total nursing staff turnover footnote,Registered Nurse turnover,Registered Nurse turnover footnote,Number of administrators who have left the nursing home,Administrator turnover footnote,Nursing Case-Mix Index,Nursing Case-Mix Index Ratio,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Adjusted Weekend Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2 Number of Complaint Health Deficiencies,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Number of Health Revisits,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Total Health Score,Rating Cycle 3 Standard Health Survey Date,Rating Cycle 3 Total Number of Health Deficiencies,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 3 Number of Complaint Health Deficiencies,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Number of Health Revisits,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Latitude,Longitude,Geocoding Footnote,Processing Date
215236.0,FAIRFIELD NURSING & REHABILITATION CENTER,1454 FAIRFIELD LOOP ROAD,CROWNSVILLE,MD,21032,4109236820,10,Anne Arundel,For profit - Corporation,96,70.4,,Medicare and Medicaid,N,CROWNSVILLE HEALTH CARE LLC,1991-11-11,FUNDAMENTAL HEALTHCARE,231.0,N,,N,N,N,Resident,Yes,4.0,,4.0,,3.0,,3.0,,3.0,,4.0,,,,1.90193,1.01853,0.60267,1.6212,3.52313,3.18299,0.47618,0.09961,20.0,,30.0,,0.0,,1.29604,0.95146,2.20257,0.82623,0.63281,3.66161,3.21868,1.98775,1.06449,0.62987,3.68211,3.32662,2024-05-03,14.0,14.0,0.0,72.0,1.0,0.0,72.0,2019-05-03,6.0,2.0,4.0,44.0,1.0,0.0,44.0,2017-12-20,11.0,11.0,0.0,48.0,1.0,0.0,48.0,58.667,0,0,,1,51597.0,0,1,"1454 FAIRFIELD LOOP ROAD,CROWNSVILLE,MD,21032",39.0292,-76.605,,2025-03-01
215246.0,BEDFORD COURT HEALTHCARE CENT.,3701 INTERNATIONAL DRIVE,SILVER SPRING,MD,20906,3015982900,150,Montgomery,For profit - Corporation,60,42.5,,Medicare and Medicaid,N,WELLTOWER CCRC OPCO LLC,1993-01-27,SUNRISE SENIOR LIVING,498.0,Y,,N,Y,N,Resident,Yes,5.0,,5.0,,4.0,,3.0,,5.0,,4.0,,,,2.52119,1.15894,0.57466,1.7336,4.2548,3.9279,0.60185,0.17079,28.6,,50.0,,2.0,,1.34564,0.98788,2.28687,0.85785,0.65703,3.80175,3.34187,2.53783,1.16659,0.57845,4.28287,3.95382,2020-02-27,5.0,2.0,3.0,24.0,1.0,0.0,24.0,2019-04-11,6.0,6.0,0.0,28.0,1.0,0.0,28.0,2018-04-12,12.0,12.0,0.0,64.0,1.0,0.0,64.0,32.0,0,0,,0,0.0,0,0,"3701 INTERNATIONAL DRIVE,SILVER SPRING,MD,20906",39.1036,-77.075,,2025-03-01
215258.0,AUTUMN LAKE HEALTHCARE AT SPA CREEK,35 MILKSHAKE LANE,ANNAPOLIS,MD,21403,4102695100,10,Anne Arundel,For profit - Limited Liability company,130,116.2,,Medicare and Medicaid,N,35 MILKSHAKE OPCO LLC,1994-01-06,AUTUMN LAKE HEALTHCARE,56.0,N,,N,Y,N,Resident,Yes,2.0,,2.0,,5.0,,4.0,,5.0,,1.0,,,,1.71586,1.38398,0.54276,1.92674,3.6426,3.21866,0.55962,0.0,59.1,,62.5,,,6.0,1.61442,1.1852,2.74365,1.0292,0.78827,4.56111,4.00937,1.43963,1.16118,0.45538,3.05619,2.7005,2023-02-03,22.0,22.0,11.0,104.0,1.0,0.0,104.0,2018-11-05,21.0,21.0,0.0,221.0,1.0,0.0,221.0,2017-07-13,9.0,6.0,3.0,40.0,1.0,0.0,40.0,132.333,2,0,,1,986.7,0,1,"35 MILKSHAKE LANE,ANNAPOLIS,MD,21403",38.9616,-76.503,,2025-03-01
215264.0,LARKIN CHASE CENTER,15005 HEALTH CENTER DRIVE,BOWIE,MD,20716,3018056070,160,Prince Georges,For profit - Corporation,120,,10.0,Medicare and Medicaid,N,BOWIE CENTER LIMITED PARTNERSHIP,1994-05-02,GENESIS HEALTHCARE,237.0,N,,N,Y,N,Resident,Yes,4.0,,4.0,,,2.0,,2.0,,2.0,,2.0,6.0,6.0,,,,,,,,,,6.0,,6.0,,6.0,,,,,,,,,,,,,2022-06-14,7.0,7.0,0.0,32.0,1.0,0.0,32.0,2018-11-01,7.0,7.0,0.0,36.0,1.0,0.0,36.0,2017-07-13,2.0,2.0,0.0,12.0,1.0,0.0,12.0,30.0,0,0,0.0,0,0.0,0,0,"15005 HEALTH CENTER DRIVE,BOWIE,MD,20716",38.9492,-76.744,,2025-03-01
215266.0,AUTUMN LAKE HEALTHCARE AT GLEN BURNIE,7355 FURNACE BRANCH ROAD EAST,GLEN BURNIE,MD,21060,4107663460,10,Anne Arundel,For profit - Limited Liability company,190,173.1,,Medicare and Medicaid,N,7355 FURNACE BRANCH ROAD EAST OPCO LLC,1994-07-01,AUTUMN LAKE HEALTHCARE,56.0,N,,N,Y,N,Resident,Yes,1.0,,1.0,,2.0,,3.0,,1.0,,2.0,,,,1.81915,0.95777,0.69415,1.65193,3.47108,3.05806,0.60214,0.08801,53.4,,48.1,,1.0,,1.45664,1.06936,2.4755,0.92861,0.71123,4.11534,3.61752,1.69162,0.89063,0.64549,3.22774,2.84368,2019-12-11,33.0,33.0,0.0,156.0,1.0,0.0,156.0,2018-06-15,55.0,40.0,15.0,272.0,1.0,0.0,272.0,2017-02-21,9.0,9.0,0.0,56.0,1.0,0.0,56.0,178.0,2,11,,0,0.0,0,0,"7355 FURNACE BRANCH ROAD EAST,GLEN BURNIE,MD,21060",39.168,-76.605,,2025-03-01
215272.0,MONTGOMERY VILLAGE  CARE CENTER,19301 WATKINS MILL ROAD,GAITHERSBURG,MD,20879,3015272500,150,Montgomery,For profit - Corporation,147,144.1,,Medicare and Medicaid,N,MONTGOMERY OPERATOR LLC,1995-03-14,,,N,,N,Y,N,Resident,Yes,5.0,,4.0,,5.0,,5.0,,4.0,,3.0,,,,1.99191,0.83713,0.7965,1.63363,3.62554,3.09839,0.50586,0.06136,29.5,,37.9,,0.0,,1.62074,1.18983,2.75438,1.03322,0.79135,4.57896,4.02506,1.66473,0.69963,0.66567,3.03002,2.58946,2021-01-28,2.0,2.0,0.0,8.0,1.0,0.0,8.0,2019-04-29,16.0,16.0,0.0,68.0,1.0,0.0,68.0,2018-04-30,19.0,19.0,0.0,52.0,1.0,0.0,52.0,35.333,0,0,,2,4893.2,0,2,"19301 WATKINS MILL ROAD,GAITHERSBURG,MD,20879",39.1673,-77.213,,2025-03-01
215273.0,WALDORF  CENTER,4140 OLD WASHINGTON HIGHWAY,WALDORF,MD,20602,3016452813,80,Charles,For profit - Corporation,115,111.7,,Medicare and Medicaid,N,4140 OLD WASHINGTON HIGHWAY OPERATIONS LLC,1995-06-01,GENESIS HEALTHCARE,237.0,N,,N,N,N,Resident,Yes,4.0,,3.0,,5.0,,5.0,,5.0,,3.0,,,,1.67914,1.01154,0.60452,1.61606,3.2952,3.01271,0.37966,0.06338,29.5,,16.7,,1.0,,1.41494,1.03875,2.40464,0.90203,0.69087,3.99754,3.51397,1.60743,0.96834,0.57871,3.15449,2.88406,2024-08-20,24.0,13.0,12.0,132.0,1.0,0.0,132.0,2019-06-11,4.0,4.0,0.0,20.0,1.0,0.0,20.0,2018-02-27,6.0,6.0,0.0,24.0,1.0,0.0,24.0,76.667,0,0,,0,0.0,0,0,"4140 OLD WASHINGTON HIGHWAY,WALDORF,MD,20602",38.5991,-76.934,,2025-03-01
215287.0,MAPLEWOOD PARK PLACE,9707 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,3015300500,150,Montgomery,For profit - Individual,31,16.4,,Medicare and Medicaid,N,MAPLEWOOD PARK RETIREMENT SERVICES INC,1996-05-07,,,N,,N,Y,N,Resident,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,4.48249,1.007,1.47336,2.48036,6.96285,6.21002,1.08508,0.26592,20.0,,40.0,,0.0,,1.27427,0.93548,2.16558,0.81235,0.62219,3.60012,3.16463,4.76477,1.07041,1.56614,7.40133,6.60109,2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-08-02,2.0,2.0,0.0,24.0,1.0,0.0,24.0,2018-07-05,2.0,2.0,0.0,8.0,1.0,0.0,8.0,9.333,0,0,,0,0.0,0,0,"9707 OLD GEORGETOWN ROAD,BETHESDA,MD,20814",39.0137,-77.118,,2025-03-01
215297.0,SOUTH RIVER HEALTHCARE CENTER,144 WASHINGTON ROAD,EDGEWATER,MD,21037,4109565000,10,Anne Arundel,For profit - Corporation,111,103.1,,Medicare and Medicaid,N,"WASHINGTON (MD) LEASING CO., LLC",1996-10-31,COMMUNICARE HEALTH,153.0,N,,Y,Y,N,Resident,Yes,3.0,,2.0,,5.0,,5.0,,4.0,,3.0,,,,1.82585,0.5808,0.92072,1.50153,3.32738,2.90666,0.73625,0.05362,44.9,,40.9,,0.0,,1.32988,0.97631,2.26009,0.8478,0.64934,3.75723,3.30273,1.85968,0.59156,0.93778,3.38902,2.96051,2019-11-06,16.0,9.0,7.0,139.0,1.0,0.0,139.0,2018-05-04,8.0,8.0,0.0,36.0,1.0,0.0,36.0,2017-03-30,7.0,7.0,0.0,32.0,1.0,0.0,32.0,86.833,0,0,,0,0.0,0,0,"144 WASHINGTON ROAD,EDGEWATER,MD,21037",38.9381,-76.56,,2025-03-01
215315.0,AUTUMN LAKE HEALTHCARE AT OAK MANOR,3415 GREENCASTLE ROAD,BURTONSVILLE,MD,20866,2409705600,150,Montgomery,For profit - Corporation,145,128.9,,Medicare and Medicaid,N,3415 GREENCASTLE ROAD OPCO LLC,1998-12-24,AUTUMN LAKE HEALTHCARE,56.0,N,,N,Y,N,Resident,Yes,4.0,,4.0,,2.0,,2.0,,2.0,,2.0,,,,2.10442,1.40753,0.37732,1.78485,3.88927,3.55898,0.28508,0.07836,45.3,,53.8,,1.0,,1.54962,1.13762,2.63352,0.98788,0.75663,4.37803,3.84843,1.83947,1.23032,0.32981,3.39961,3.1109,2020-10-20,11.0,10.0,1.0,48.0,1.0,0.0,48.0,2019-01-22,13.0,13.0,0.0,48.0,1.0,0.0,48.0,2018-01-22,11.0,11.0,0.0,24.0,1.0,0.0,24.0,44.0,2,7,,0,0.0,0,0,"3415 GREENCASTLE ROAD,BURTONSVILLE,MD,20866",39.0971,-76.941,,2025-03-01
215316.0,AUTUMN LAKE HEALTHCARE AT BALTIMORE WASHINGTON,313 HOSPITAL DRIVE,GLEN BURNIE,MD,21061,4107611222,10,Anne Arundel,For profit - Corporation,129,104.1,,Medicare and Medicaid,N,313 HOSPITAL DRIVE OPCO LLC,1997-09-04,AUTUMN LAKE HEALTHCARE,56.0,N,,N,N,N,Resident,Yes,1.0,,2.0,,4.0,,4.0,,3.0,,1.0,25.0,25.0,6.0,,,,,,,,,,6.0,,6.0,,6.0,,,,,,,,,,,,,2024-09-09,30.0,25.0,16.0,156.0,1.0,0.0,156.0,2019-10-15,14.0,14.0,0.0,64.0,1.0,0.0,64.0,2018-05-01,19.0,19.0,0.0,96.0,1.0,0.0,96.0,115.333,0,0,,0,0.0,0,0,"313 HOSPITAL DRIVE,GLEN BURNIE,MD,21061",39.1396,-76.625,,2025-03-01
215320.0,TUCKERMAN REHABILITATION AND HEALTHCARE CENTER,5550 TUCKERMAN LANE,NORTH BETHESDA,MD,20852,3018978566,150,Montgomery,For profit - Corporation,41,33.3,,Medicare and Medicaid,N,TUCKERMAN OPERATOR LLC,1998-04-10,MARQUIS HEALTH SERVICES,336.0,N,,N,Y,N,Resident,Yes,5.0,,5.0,,5.0,,,2.0,5.0,,3.0,,,,1.85485,1.09791,0.92988,2.02779,3.88264,3.45544,0.53183,0.26128,44.4,,27.3,,1.0,,1.8155,1.33281,3.08537,1.15738,0.88645,5.12921,4.50874,1.38388,0.81914,0.69377,2.89679,2.57806,2021-02-25,1.0,1.0,0.0,4.0,1.0,0.0,4.0,2019-07-03,3.0,3.0,0.0,16.0,1.0,0.0,16.0,2018-05-14,13.0,13.0,0.0,48.0,1.0,0.0,48.0,15.333,0,0,,0,0.0,0,0,"5550 TUCKERMAN LANE,NORTH BETHESDA,MD,20852",39.0299,-77.113,,2025-03-01
215323.0,CRESCENT CITIES NURSING & REHABILITATION CENTER,4409 EAST WEST HIGHWAY,RIVERDALE,MD,20737,3016992000,160,Prince Georges,For profit - Limited Liability company,158,153.7,,Medicare and Medicaid,N,CRESCENT CITIES SNF LLC,1999-04-14,,,N,,N,N,N,Both,Yes,3.0,,2.0,,5.0,,5.0,,4.0,,3.0,,,,1.88619,1.01882,0.69541,1.71422,3.60042,3.17297,0.56686,0.11992,30.3,,28.6,,1.0,,1.51651,1.11332,2.57726,0.96678,0.74046,4.28451,3.76623,1.68471,0.90999,0.62112,3.21582,2.83403,2024-11-14,18.0,14.0,13.0,143.0,2.0,72.0,215.0,2019-07-16,10.0,10.0,0.0,60.0,1.0,0.0,60.0,2018-03-29,11.0,11.0,0.0,44.0,1.0,0.0,44.0,134.833,0,0,,2,28166.57,0,2,"4409 EAST WEST HIGHWAY,RIVERDALE,MD,20737",38.965,-76.941,,2025-03-01
215327.0,SLIGO CREEK HEALTHCARE,7525 CARROLL AVENUE,TAKOMA PARK,MD,20912,3012704200,150,Montgomery,For profit - Corporation,102,89.2,,Medicare and Medicaid,N,WOODSIDE PARK MD OPCO,1999-12-09,,,N,,N,Y,N,Resident,Yes,4.0,,4.0,,4.0,,5.0,,3.0,,2.0,,,,1.92727,0.89448,0.54818,1.44265,3.36993,3.1402,0.41663,0.25317,42.0,,35.7,,2.0,,1.4566,1.06933,2.47544,0.92858,0.71121,4.11523,3.61743,1.79221,0.83179,0.50976,3.13377,2.92014,2020-11-20,6.0,6.0,0.0,24.0,1.0,0.0,24.0,2019-05-10,10.0,10.0,0.0,24.0,1.0,0.0,24.0,2018-05-15,13.0,13.0,0.0,52.0,1.0,0.0,52.0,28.667,0,0,,0,0.0,0,0,"7525 CARROLL AVENUE,TAKOMA PARK,MD,20912",38.9821,-77.002,,2025-03-01
215328.0,FUTURE CARE PINEVIEW,9106 PINEVIEW LANE,CLINTON,MD,20735,4108804353,160,Prince Georges,For profit - Corporation,180,169.0,,Medicare and Medicaid,N,"PINEVIEW EXTENDED CARE CENTRE, INC.",1999-05-28,FUTURE CARE/LIFEBRIDGE HEALTH,232.0,N,,N,Y,N,Resident,Yes,5.0,,4.0,,5.0,,5.0,,3.0,,3.0,,,,2.02711,0.83536,1.00033,1.83569,3.8628,3.48603,0.9043,0.04849,38.8,,32.5,,0.0,,1.89227,1.38918,3.21585,1.20633,0.92393,5.34611,4.69941,1.45104,0.59796,0.71606,2.76506,2.49536,2022-10-26,14.0,14.0,2.0,52.0,1.0,0.0,52.0,2019-01-16,3.0,3.0,0.0,16.0,1.0,0.0,16.0,2017-09-20,20.0,19.0,3.0,92.0,1.0,0.0,92.0,46.667,0,2,5.0,0,0.0,0,0,"9106 PINEVIEW LANE,CLINTON,MD,20735",38.7642,-76.888,,2025-03-01
215331.0,LARGO NURSING AND REHABILIATION CENTER,600 LARGO ROAD,GLENARDEN,MD,20774,3013505555,160,Prince Georges,For profit - Corporation,130,124.9,,Medicare and Medicaid,N,LARGO NURSING AND REHABILITATION CENTER LLC,2000-04-20,,,N,,Y,N,N,None,Yes,1.0,,1.0,,3.0,,5.0,,2.0,,2.0,,,,1.66615,1.12035,0.44254,1.56288,3.22903,2.78119,0.38601,0.16298,38.2,,31.3,,0.0,,1.56412,1.14827,2.65817,0.99713,0.76371,4.41901,3.88446,1.44288,0.97021,0.38323,2.79632,2.40849,2024-02-06,51.0,51.0,19.0,411.0,2.0,206.0,617.0,2019-02-26,6.0,6.0,0.0,24.0,1.0,0.0,24.0,2017-10-19,32.0,10.0,22.0,216.0,1.0,0.0,216.0,352.5,0,3,22.0,2,81705.0,1,3,"600 LARGO ROAD,GLENARDEN,MD,20774",38.8835,-76.814,,2025-03-01
215338.0,AUTUMN LAKE HEALTHCARE AT OAKVIEW,2700 BARKER STREET,SILVER SPRING,MD,20910,3015650300,150,Montgomery,For profit - Corporation,138,120.7,,Medicare and Medicaid,N,"OAKVIEW OPERATOR, LLC",2002-01-28,AUTUMN LAKE HEALTHCARE,56.0,N,,N,N,N,Both,Yes,2.0,,2.0,,3.0,,3.0,,3.0,,3.0,,,,1.83103,1.04092,0.45852,1.49944,3.33046,3.08568,0.37484,0.04722,26.7,,18.8,,1.0,,1.3577,0.99673,2.30736,0.86554,0.66292,3.83582,3.37181,1.82674,1.03848,0.45745,3.32267,3.07845,2023-11-03,30.0,30.0,11.0,176.0,1.0,0.0,176.0,2019-10-25,17.0,17.0,0.0,84.0,1.0,0.0,84.0,2018-11-13,12.0,12.0,0.0,40.0,1.0,0.0,40.0,122.667,1,5,,1,1315.6,0,1,"2700 BARKER STREET,SILVER SPRING,MD,20910",39.0216,-77.057,,2025-03-01
215343.0,RIDERWOOD VILLAGE,3160 GRACEFIELD ROAD,SILVER SPRING,MD,20904,3015728420,160,Prince Georges,Non profit - Corporation,117,75.2,,Medicare and Medicaid,N,"RIDERWOOD VILLAGE, INC.",2003-06-06,ERICKSON LIVING,210.0,Y,,N,N,N,Both,Yes,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,,,2.84399,0.74436,1.50439,2.24876,5.09275,4.38641,1.02567,0.14305,68.4,,54.8,,2.0,,1.40599,1.03218,2.38943,0.89632,0.6865,3.97224,3.49174,2.73988,0.71712,1.44932,4.90632,4.22584,2023-10-18,3.0,3.0,1.0,8.0,1.0,0.0,8.0,2019-02-07,10.0,10.0,0.0,40.0,1.0,0.0,40.0,2017-10-12,6.0,6.0,0.0,32.0,1.0,0.0,32.0,22.667,0,0,,0,0.0,0,0,"3160 GRACEFIELD ROAD,SILVER SPRING,MD,20904",39.0536,-76.95,,2025-03-01
215345.0,BAYWOODS OF ANNAPOLIS,7101 BAY FRONT DRIVE,ANNAPOLIS,MD,21403,4102689222,10,Anne Arundel,For profit - Corporation,27,2.6,,Medicare,N,BAYWOODS COOPERATIVE HOUSING CORPORATION,2004-05-17,,,Y,,N,N,N,Resident,Yes,2.0,,3.0,,4.0,,,2.0,4.0,,1.0,23.0,23.0,23.0,,,,,,,,,,6.0,,6.0,,6.0,,,,,,,,,,,,,2023-12-18,5.0,5.0,1.0,24.0,1.0,0.0,24.0,2019-02-05,29.0,28.0,1.0,136.0,1.0,0.0,136.0,2017-10-06,9.0,9.0,0.0,40.0,1.0,0.0,40.0,64.0,1,0,,0,0.0,0,0,"7101 BAY FRONT DRIVE,ANNAPOLIS,MD,21403",38.9645,-76.474,,2025-03-01
215350.0,"VILLA ROSA NURSING AND REHABILITATION, LLC",3800 LOTTSFORD VISTA ROAD,MITCHELLVILLE,MD,20721,3014594700,160,Prince Georges,For profit - Limited Liability company,107,85.7,,Medicare and Medicaid,N,MITCHELLVILLE HEALTH CARE LLC,2006-11-20,FUNDAMENTAL HEALTHCARE,231.0,N,,N,N,N,Resident,Yes,2.0,,2.0,,4.0,,3.0,,4.0,,3.0,,,,1.90593,0.77909,0.82084,1.59993,3.50585,3.09575,0.64693,0.07696,28.8,,43.8,,1.0,,1.54045,1.13089,2.61793,0.98204,0.75215,4.35212,3.82566,1.67589,0.68505,0.72177,3.08271,2.72211,2024-05-31,26.0,24.0,8.0,156.0,1.0,0.0,156.0,2019-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-22,15.0,15.0,0.0,72.0,1.0,0.0,72.0,90.0,0,1,,0,0.0,0,0,"3800 LOTTSFORD VISTA ROAD,MITCHELLVILLE,MD,20721",38.9425,-76.825,,2025-03-01
215353.0,INGLESIDE AT KING FARM,701 KING FARM BOULEVARD,ROCKVILLE,MD,20850,2404999015,150,Montgomery,Non profit - Corporation,45,31.9,,Medicare and Medicaid,N,"KING FARM PRESBYTERIAN RETIREMENT COMMUNITY, INC.",2009-06-30,INGLESIDE ENGAGED LIVING,284.0,Y,,N,Y,N,Resident,Yes,5.0,,5.0,,4.0,,4.0,,5.0,,5.0,,,,3.29333,1.33913,1.32687,2.666,5.95933,5.40463,1.08087,0.16163,26.5,,28.6,,,6.0,1.31686,0.96675,2.23796,0.8395,0.64298,3.72044,3.27039,3.38751,1.37742,1.36482,6.12975,5.55918,2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-24,1.0,1.0,0.0,8.0,1.0,0.0,8.0,2018-04-26,3.0,3.0,0.0,12.0,1.0,0.0,12.0,4.667,0,0,,1,986.7,0,1,"701 KING FARM BOULEVARD,ROCKVILLE,MD,20850",39.112,-77.177,,2025-03-01
215362.0,RESTORE HEALTH REHABILITATION CENTER,4615 EINSTEIN PLACE,WHITE PLAINS,MD,20695,2404482000,80,Charles,For profit - Corporation,80,61.9,,Medicare and Medicaid,N,WHITE PLAINS HEALTH CARE LLC,2015-02-27,FUNDAMENTAL HEALTHCARE,231.0,N,,N,Y,N,Resident,Yes,2.0,,2.0,,2.0,,2.0,,3.0,,2.0,,,,1.79607,1.25074,0.61066,1.8614,3.65747,3.16447,0.33116,0.11733,54.5,,58.3,,0.0,,1.55359,1.14054,2.64026,0.99041,0.75856,4.38924,3.85829,1.56594,1.09048,0.53242,3.18883,2.759,2022-09-21,20.0,20.0,13.0,150.0,1.0,0.0,150.0,2018-12-17,6.0,6.0,0.0,28.0,1.0,0.0,28.0,2017-08-17,12.0,10.0,3.0,68.0,1.0,0.0,68.0,95.667,13,31,3.0,1,59169.5,0,1,"4615 EINSTEIN PLACE,WHITE PLAINS,MD,20695",38.5926,-76.957,22.0,2025-03-01
215364.0,FUTURE CARE CAPITAL REGION,1051 BRIGHTSEAT ROAD,LANDOVER,MD,20785,2404874400,160,Prince Georges,For profit - Limited Liability company,150,141.2,,Medicare and Medicaid,N,PRINCE GEORGES POST ACUTE LLC,2018-05-01,FUTURE CARE/LIFEBRIDGE HEALTH,232.0,N,,N,N,N,Resident,Partial,5.0,,4.0,,5.0,,5.0,,5.0,,4.0,,,,2.29137,0.78775,1.72748,2.51523,4.8066,4.08537,1.31745,0.15092,37.1,,32.1,,1.0,,1.88201,1.38164,3.19841,1.19979,0.91892,5.31712,4.67393,1.64914,0.56696,1.2433,3.4594,2.94032,2024-07-29,12.0,12.0,2.0,56.0,1.0,0.0,56.0,2019-08-15,9.0,9.0,0.0,56.0,1.0,0.0,56.0,2018-04-27,2.0,2.0,0.0,8.0,1.0,0.0,8.0,48.0,0,0,,0,0.0,0,0,"1051 BRIGHTSEAT ROAD,LANDOVER,MD,20785",38.9043,-76.853,,2025-03-01
21000000000.0,SACRED HEART HOME INC,5805 QUEENS CHAPEL ROAD,HYATTSVILLE,MD,20782,3012776500,160,Prince Georges,Non profit - Corporation,44,42.6,,Medicaid,N,Legal Business Name Not Available,1974-08-01,,,N,,N,Y,N,Both,Yes,5.0,,4.0,,5.0,,5.0,,,2.0,5.0,,,,2.95092,1.41673,0.64977,2.0665,5.01743,4.34449,0.3728,0.02107,11.9,,33.3,,0.0,,1.21397,0.89121,2.0631,0.77391,0.59274,3.42974,3.01486,3.29258,1.58075,0.725,5.59834,4.84749,2022-12-14,12.0,12.0,0.0,56.0,1.0,0.0,56.0,2019-01-25,6.0,6.0,0.0,24.0,1.0,0.0,24.0,2017-08-31,11.0,7.0,4.0,52.0,1.0,0.0,52.0,44.667,1,0,,0,0.0,0,0,"5805 QUEENS CHAPEL ROAD,HYATTSVILLE,MD,20782",38.9587,-76.958,,2025-03-01
